CHROMOSOME	START_POS	END_POS	STRAND	GENE	OVERLAP
chr19	46838135	46850846	-	AP2S1	Y
chr19	46860996	47005076	+	ARHGAP35	Y
chr19	47019836	47045775	+	NPAS1	Y
chr19	47045908	47048624	-	TMEM160	Y
chr19	47064189	47113776	-	ZC3H4	Y
chr19	47130834	47210636	+	SAE1	Y
chr19	47220823	47232667	-	BBC3	Y
chr19	47226941	47227021	+	MIR3190	Y
chr19	47226943	47227019	-	MIR3191	Y
chr19	47256524	47271953	+	CCDC9	Y
chr19	47274422	47275723	+	INAFM1	Y
chr19	47309860	47322065	+	C5AR1	Y
chr19	47332174	47347329	+	C5AR2	Y
chr19	47349314	47382704	+	DHX34	Y
chr19	47403117	47422233	-	MEIS3	Y
chr19	47428016	47471893	-	SLC8A2	Y
chr19	47475149	47484219	-	KPTN	Y
chr19	47484281	47501597	+	NAPA-AS1	Y
chr19	47487636	47515063	-	NAPA	Y
chr19	47520689	47573148	-	ZNF541	Y
chr19	47608195	47703277	+	BICRA	Y
chr19	47713421	47743134	+	EHD2	Y
chr19	47745545	47757058	+	NOP53	Y
chr19	47755852	47755962	+	SNORD23	Y
chr19	47757035	47768840	-	NOP53-AS1	Y
chr19	47778702	47784682	+	SELENOW	Y
chr19	47801242	47803604	-	TPRX1	Y
chr19	47821936	47843324	+	CRX	Y
chr19	47870466	47886315	-	SULT2A1	Y
chr19	47907677	47907799	+	SNAR-A12	Y
chr19	47907677	47907799	+	SNAR-A13	Y
chr19	47913050	47913170	+	SNAR-C1	Y
chr19	47913050	47913170	+	SNAR-C2	Y
chr19	47913050	47913170	+	SNAR-C5	Y
chr19	47918428	47918550	+	SNAR-A1	Y
chr19	47918428	47918550	+	SNAR-A2	Y
chr19	47923778	47923899	+	SNAR-A10	Y
chr19	47923778	47923899	+	SNAR-A11	Y
chr19	47923778	47923899	+	SNAR-A14	Y
chr19	47923778	47923899	+	SNAR-A3	Y
chr19	47923778	47923899	+	SNAR-A4	Y
chr19	47923778	47923899	+	SNAR-A5	Y
chr19	47923778	47923899	+	SNAR-A6	Y
chr19	47923778	47923899	+	SNAR-A7	Y
chr19	47923778	47923899	+	SNAR-A8	Y
chr19	47923778	47923899	+	SNAR-A9	Y
chr19	47939540	47939660	+	SNAR-C4	Y
chr19	47950295	47950414	+	SNAR-C3	Y
chr19	47968045	47992170	-	BSPH1	Y
chr19	47994631	48025154	+	ELSPBP1	Y
chr19	48029382	48044079	-	CABP5	Y
chr19	48047842	48110852	-	PLA2G4C	Y
chr19	48061370	48064945	+	PLA2G4C-AS1	Y
chr19	48115444	48170603	-	LIG1	Y
chr19	48170679	48197620	+	ZSWIM9	Y
chr19	48203147	48255946	-	CARD8	Y
chr19	48255674	48258193	+	CARD8-AS1	Y
chr19	48270080	48287608	+	ZNF114	Y
chr19	48296461	48321971	-	CCDC114	Y
chr19	48325551	48330553	+	EMP3	Y
chr19	48332355	48363940	-	TMEM143	Y
chr19	48364366	48376377	+	SYNGR4	Y
chr19	48382575	48391551	-	KDELR1	Y
chr19	48393667	48444931	+	GRIN2D	Y
chr19	48445982	48457022	+	GRWD1	Y
chr19	48455573	48466980	+	KCNJ14	Y
chr19	48469207	48482314	+	CYTH2	Y
chr19	48485270	48513189	-	LMTK3	Y
chr19	48552171	48599423	+	SULT2B1	Y
chr19	48599960	48615076	-	FAM83E	Y
chr19	48606741	48607714	+	SPACA4	Y
chr19	48615330	48619178	-	RPL18	Y
chr19	48619290	48630406	+	SPHK2	Y
chr19	48630029	48637379	-	DBP	Y
chr19	48637945	48646187	-	CA11	Y
chr19	48638038	48682245	+	SEC1P	Y
chr19	48661406	48673017	-	NTN5	Y
chr19	48695970	48705951	+	FUT2	Y
chr19	48702449	48703848	-	LOC105447645	Y
chr19	48712724	48719725	-	MAMSTR	Y
chr19	48720584	48740610	-	RASIP1	Y
chr19	48740851	48746909	-	IZUMO1	Y
chr19	48748010	48755358	-	FUT1	Y
chr19	48755523	48758330	+	FGF21	Y
chr19	48795063	48811029	-	BCAT2	Y
chr19	48813017	48836491	-	HSD17B14	Y
chr19	48837096	48868617	-	PLEKHA4	Y
chr19	48872391	48876062	+	PPP1R15A	Y
chr19	48880966	48898744	-	TULP2	Y
chr19	48900311	48923372	+	NUCB1	Y
chr19	48910929	48918891	-	NUCB1-AS1	Y
chr19	48933698	48944969	+	DHDH	Y
chr19	48954874	48961798	+	BAX	Y
chr19	48965308	48966879	+	FTL	Y
chr19	48968129	48993309	-	GYS1	Y
chr19	48993447	49015995	+	RUVBL2	Y
chr19	49009905	49009972	+	MIR6798	Y
chr19	49015979	49017091	-	LHB	Y
chr19	49018247	49019484	-	LOC101059948	Y
chr19	49022868	49024375	-	CGB3	Y
chr19	49031668	49031787	-	SNAR-G2	Y
chr19	49031889	49033238	+	CGB2	Y
chr19	49035568	49036895	-	CGB1	Y
chr19	49037019	49037147	+	SNAR-G1	Y
chr19	49043847	49045311	+	CGB5	Y
chr19	49047637	49049111	-	CGB8	Y
chr19	49054273	49057749	-	CGB7	Y
chr19	49061139	49063867	-	NTF4	Y
chr19	49067417	49072941	-	KCNA7	Y
chr19	49085450	49108604	+	SNRNP70	Y
chr19	49114369	49118460	+	LIN7B	Y
chr19	49118401	49119143	-	C19orf73	Y
chr19	49119543	49151023	+	PPFIA3	Y
chr19	49151198	49155396	-	HRC	Y
chr19	49157791	49211836	+	TRPM4	Y
chr19	49289637	49325191	-	SLC6A16	Y
chr19	49308796	49308868	-	MIR4324	Y
chr19	49335405	49340604	+	CD37	Y
chr19	49340595	49362416	-	TEAD2	Y
chr19	49363876	49375116	+	DKKL1	Y
chr19	49368704	49388081	-	LOC101928295	Y
chr19	49388248	49417990	+	KASH5	Y
chr19	49422418	49423441	-	PTH2	Y
chr19	49423746	49428987	+	GFY	Y
chr19	49429400	49441527	-	SLC17A7	Y
chr19	49446297	49451814	-	PIH1D1	Y
chr19	49453224	49471050	+	ALDH16A1	Y
chr19	49474214	49486231	+	FLT3LG	Y
chr19	49487553	49492307	+	RPL13A	Y
chr19	49489965	49490047	+	SNORD32A	Y
chr19	49490616	49490699	+	SNORD33	Y
chr19	49490906	49490972	+	SNORD34	Y
chr19	49491174	49491260	+	SNORD35A	Y
chr19	49496433	49499708	+	RPS11	Y
chr19	49497718	49497805	+	SNORD35B	Y
chr19	49500784	49500868	-	MIR150	Y
chr19	49512660	49526428	+	FCGRT	Y
chr19	49528002	49543633	+	RCN3	Y
chr19	49555467	49580572	-	NOSIP	Y
chr19	49581315	49591004	+	PRRG2	Y
chr19	49591181	49626439	+	PRR12	Y
chr19	49635291	49640143	-	RRAS	Y
chr19	49642208	49658642	+	SCAF1	Y
chr19	49659568	49665875	-	IRF3	Y
chr19	49665141	49673916	+	BCL2L12	Y
chr19	49677270	49688447	+	PRMT1	Y
chr19	49682116	49682195	+	MIR5088	Y
chr19	49688684	49690990	+	ADM5	Y
chr19	49690847	49713731	+	CPT1C	Y
chr19	49739759	49763306	-	TSKS	Y
chr19	49767000	49807114	+	AP2A1	Y
chr19	49791865	49791934	+	MIR6799	Y
chr19	49806865	49813292	-	FUZ	Y
chr19	49818288	49840384	+	MED25	Y
chr19	49832017	49832099	+	MIR6800	Y
chr19	49838645	49851676	-	PTOV1-AS1	Y
chr19	49850704	49860744	+	PTOV1	Y
chr19	49854590	49854651	+	MIR4749	Y
chr19	49856464	49859289	-	PTOV1-AS2	Y
chr19	49861203	49867576	-	PNKP	Y
chr19	49869032	49878356	-	AKT1S1	Y
chr19	49877701	49888750	+	TBC1D17	Y
chr19	49888174	49888230	+	MIR4750	Y
chr19	49889655	49929504	-	IL4I1	Y
chr19	49906825	49929504	-	NUP62	Y
chr19	49928701	49933936	+	ATF5	Y
chr19	49933063	49933137	+	MIR4751	Y
chr19	49948985	49961172	-	SIGLEC11	Y
chr19	49969663	49975814	+	SIGLEC16	Y
chr19	49976466	50025548	-	VRK3	Y
chr19	50026004	50048774	+	ZNF473	Y
chr19	50050588	50075583	+	LOC400710	Y
chr19	50092488	50092609	-	SNAR-A10	Y
chr19	50092488	50092609	-	SNAR-A11	Y
chr19	50092488	50092609	-	SNAR-A14	Y
chr19	50092488	50092609	-	SNAR-A3	Y
chr19	50092488	50092609	-	SNAR-A4	Y
chr19	50092488	50092609	-	SNAR-A5	Y
chr19	50092488	50092609	-	SNAR-A6	Y
chr19	50092488	50092609	-	SNAR-A7	Y
chr19	50092488	50092609	-	SNAR-A8	Y
chr19	50092488	50092609	-	SNAR-A9	Y
chr19	50133744	50133864	-	SNAR-B1	Y
chr19	50133744	50133864	-	SNAR-B2	Y
chr19	50140201	50140320	-	SNAR-D	Y
chr19	50152547	50163281	-	IZUMO2	Y
chr19	50203621	50310540	+	MYH14	Y
chr19	50311939	50333536	-	KCNC3	Y
chr19	50333799	50344748	-	NAPSB	Y
chr19	50358476	50365639	-	NAPSA	Y
chr19	50376456	50383388	+	NR1H2	Y
chr19	50384322	50418018	+	POLD1	Y
chr19	50418937	50431314	+	SPIB	Y
chr19	50432891	50466321	+	MYBPC2	Y
chr19	50466787	50476848	-	FAM71E1	Y
chr19	50476506	50490871	+	EMC10	Y
chr19	50505996	50511355	-	JOSD2	Y
chr19	50511602	50514684	-	ASPDH	Y
chr19	50516892	50568435	-	LRRC4B	Y
chr19	50604962	50605085	+	SNAR-F	Y
chr19	50621976	50639881	-	SYT3	Y
chr19	50649444	50659304	+	C19orf81	Y
chr19	50659254	50719802	-	SHANK1	Y
chr19	50723363	50725708	+	CLEC11A	Y
chr19	50770463	50771732	+	GPR32	Y
chr19	50785727	50786160	-	LOC105372440	Y
chr19	50790414	50795219	+	ACP4	Y
chr19	50797692	50804853	-	C19orf48	Y
chr19	50799028	50799125	-	SNORD88B	Y
chr19	50799438	50799535	-	SNORD88A	Y
chr19	50802324	50802421	-	SNORD88C	Y
chr19	50817680	50818878	+	LINC01869	Y
chr19	50819145	50823787	-	KLK1	Y
chr19	50825288	50831523	-	KLK15	Y
chr19	50830529	50851143	+	LOC105372441	Y
chr19	50854914	50860764	+	KLK3	Y
chr19	50873432	50880567	+	KLK2	Y
chr19	50882095	50896398	-	KLKP1	Y
chr19	50906351	50910738	-	KLK4	Y
chr19	50943302	50953038	-	KLK5	Y
chr19	50958630	50969591	-	KLK6	Y
chr19	50976478	50984064	-	KLK7	Y
chr19	50996007	51001702	-	KLK8	Y
chr19	51002507	51009592	-	KLK9	Y
chr19	51012743	51020175	-	KLK10	Y
chr19	51022235	51027991	-	KLK11	Y
chr19	51029093	51035002	-	KLK12	Y
chr19	51055625	51065092	-	KLK13	Y
chr19	51077493	51084210	-	KLK14	Y
chr19	51097605	51108409	-	CTU1	Y
chr19	51124879	51136263	+	SIGLEC9	Y
chr19	51142300	51153526	+	SIGLEC7	Y
chr19	51152922	51181966	-	LOC101928517	Y
chr19	51167327	51173524	+	SIGLEC17P	Y
chr19	51206928	51207009	-	MIR8074	Y
chr19	51225079	51240016	+	CD33	Y
chr19	51246331	51269330	+	SIGLECL1	Y
chr19	51271265	51281234	+	LINC01872	Y
chr19	51311847	51330868	+	IGLON5	Y
chr19	51331535	51342124	-	VSIG10L	Y
chr19	51345168	51366388	-	ETFB	Y
chr19	51367097	51369003	-	CLDND2	Y
chr19	51371619	51372654	-	NKG7	Y
chr19	51379908	51387974	-	LIM2	Y
chr19	51388288	51390591	-	C19orf84	Y
chr19	51410019	51417642	-	SIGLEC10	Y
chr19	51415723	51418196	+	SIGLEC10-AS1	Y
chr19	51450996	51458454	-	SIGLEC8	Y
chr19	51478642	51490605	+	CEACAM18	Y
chr19	51491226	51501800	-	SIGLEC12	Y
chr19	51517818	51531670	-	SIGLEC6	Y
chr19	51571282	51592510	+	ZNF175	Y
chr19	51591782	51594380	-	LINC01530	Y
chr19	51610960	51630401	-	SIGLEC5	Y
chr19	51642560	51646819	-	SIGLEC14	Y
chr19	51685362	51693456	-	SPACA6P-AS	Y
chr19	51689381	51705190	+	SPACA6	Y
chr19	51692611	51692681	+	MIR99B	Y
chr19	51692785	51692864	+	MIRLET7E	Y
chr19	51693253	51693339	+	MIR125A	Y
chr19	51713111	51723991	-	HAS1	Y
chr19	51745171	51751878	-	FPR1	Y
chr19	51761179	51770531	+	FPR2	Y
chr19	51795156	51826190	+	FPR3	Y
chr19	51804441	51887951	-	ZNF577	Y
chr19	51888024	51900464	+	ZNF649-AS1	Y
chr19	51889234	51905017	-	ZNF649	Y
chr19	51927471	51946621	+	ZNF613	Y
chr19	51949133	51981367	+	ZNF350-AS1	Y
chr19	51964339	51986840	-	ZNF350	Y
chr19	51991333	52008230	-	ZNF615	Y
chr19	52013323	52028379	-	ZNF614	Y
chr19	52031377	52048838	-	ZNF432	Y
chr19	52058094	52095765	-	ZNF841	Y
chr19	52113090	52139938	-	ZNF616	Y
chr19	52154106	52171621	-	ZNF836	Y
chr19	52190051	52229518	+	PPP2R1A	Y
chr19	52222019	52222098	+	MIR6801	Y
chr19	52269586	52296046	+	ZNF766	Y
chr19	52281796	52281890	+	MIR643	Y
chr19	52297168	52325927	+	ZNF480	Y
chr19	52336242	52367778	+	ZNF610	Y
chr19	52369922	52385793	+	ZNF880	Y
chr19	52388839	52397757	-	ZNF528-AS1	Y
chr19	52397848	52418401	+	ZNF528	Y
chr19	52429147	52452309	+	ZNF534	Y
chr19	52453552	52516881	+	ZNF578	Y
chr19	52527667	52556336	+	ZNF808	Y
chr19	52570286	52587174	+	ZNF701	Y
chr19	52596683	52600152	+	ZNF137P	Y
chr19	52612364	52690581	-	ZNF83	Y
chr19	52702812	52735054	-	ZNF611	Y
chr19	52764183	52786791	-	ZNF600	Y
chr19	52797407	52821633	-	ZNF28	Y
chr19	52838009	52857619	-	ZNF468	Y
chr19	52859490	52897694	-	ZNF320	Y
chr19	52904414	52923428	-	ZNF888	Y
chr19	52927134	52942594	-	ZNF321P	Y
chr19	52927134	52962911	-	ZNF816-ZNF321P	Y
chr19	52949386	52962881	-	ZNF816	Y
chr19	52968250	52993531	-	ZNF702P	Y
chr19	53014090	53016580	+	ERVV-1	Y
chr19	53044739	53051680	+	ERVV-2	Y
chr19	53066613	53103434	-	ZNF160	Y
chr19	53107878	53132920	-	ZNF415	Y
chr19	53134934	53159053	-	ZNF347	Y
chr19	53162423	53193358	-	ZNF665	Y
chr19	53212947	53216102	+	ZNF818P	Y
chr19	53235380	53254873	-	ZNF677	Y
chr19	53258291	53259602	+	VN1R2	Y
chr19	53266759	53267665	-	VN1R4	Y
chr19	53282289	53284349	+	FAM90A27P	Y
chr19	53289600	53291434	-	BIRC8	Y
chr19	53333748	53356906	+	ZNF845	Y
chr19	53365704	53386588	+	ZNF525	Y
chr19	53395132	53427321	+	ZNF765	Y
chr19	53395148	53458261	+	ZNF765-ZNF761	Y
chr19	53431973	53444672	+	TPM3P9	Y
chr19	53431983	53458261	+	ZNF761	Y
chr19	53467732	53496255	+	ZNF813	Y
chr19	53521013	53580269	+	ZNF331	Y
chr19	53599630	53603497	-	LOC284379	Y
chr19	53632055	53637009	+	DPRX	Y
chr19	53666672	53666770	+	MIR512-2	Y
chr19	53666678	53666762	+	MIR512-1	Y
chr19	53671967	53672040	+	MIR1323	Y
chr19	53674196	53674320	+	MIR498	Y
chr19	53675710	53675797	+	MIR520E	Y
chr19	53679002	53679085	+	MIR515-1	Y
chr19	53679002	53679085	+	MIR515-2	Y
chr19	53679939	53680023	+	MIR519E	Y
chr19	53682158	53682245	+	MIR520F	Y
chr19	53686468	53686555	+	MIR519C	Y
chr19	53688480	53688567	+	MIR1283-1	Y
chr19	53690880	53690965	+	MIR520A	Y
chr19	53694392	53694475	+	MIR526B	Y
chr19	53695212	53695293	+	MIR519B	Y
chr19	53697532	53697617	+	MIR525	Y
chr19	53698384	53698471	+	MIR523	Y
chr19	53700014	53700101	+	MIR518F	Y
chr19	53701226	53701287	+	MIR520B	Y
chr19	53702736	53702819	+	MIR518B	Y
chr19	53706251	53706336	+	MIR526A1	Y
chr19	53707452	53707539	+	MIR520C	Y
chr19	53708734	53708835	+	MIR518C	Y
chr19	53711001	53711088	+	MIR524	Y
chr19	53712267	53712354	+	MIR517A	Y
chr19	53713346	53713434	+	MIR519D	Y
chr19	53716593	53716680	+	MIR521-2	Y
chr19	53720095	53720182	+	MIR520D	Y
chr19	53721075	53721142	+	MIR517B	Y
chr19	53722165	53722255	+	MIR520G	Y
chr19	53725441	53725526	+	MIR516B2	Y
chr19	53726921	53726986	+	MIR526A2	Y
chr19	53729837	53729925	+	MIR518E	Y
chr19	53731005	53731090	+	MIR518A1	Y
chr19	53734876	53734963	+	MIR518D	Y
chr19	53736844	53736934	+	MIR516B1	Y
chr19	53739332	53739419	+	MIR518A2	Y
chr19	53741312	53741407	+	MIR517C	Y
chr19	53742511	53742599	+	MIR520H	Y
chr19	53748635	53748722	+	MIR521-1	Y
chr19	53751210	53751297	+	MIR522	Y
chr19	53752396	53752481	+	MIR519A1	Y
chr19	53754017	53754102	+	MIR527	Y
chr19	53756740	53756830	+	MIR516A1	Y
chr19	53758231	53758318	+	MIR1283-2	Y
chr19	53761132	53761222	+	MIR516A2	Y
chr19	53762343	53762430	+	MIR519A2	Y
chr19	53787674	53787741	+	MIR371A	Y
chr19	53787676	53787742	-	MIR371B	Y
chr19	53787889	53787956	+	MIR372	Y
chr19	53788704	53788773	+	MIR373	Y
chr19	53793600	53824403	-	NLRP12	Y
chr19	53865627	53876435	+	MYADM	Y
chr19	53882196	53907652	+	PRKCG	Y
chr19	53909277	53943950	+	CACNG7	Y
chr19	53962936	53990215	+	CACNG8	Y
chr19	53982306	53982397	+	MIR935	Y
chr19	53991148	54012666	+	CACNG6	Y
chr19	54040825	54063953	-	VSTM1	Y
chr19	54069894	54081365	-	TARM1	Y
chr19	54094667	54102686	-	OSCAR	Y
chr19	54102854	54107568	+	NDUFA3	Y
chr19	54107012	54115675	-	TFPT	Y
chr19	54115753	54131713	+	PRPF31	Y
chr19	54137761	54155681	+	CNOT3	Y
chr19	54155160	54159721	-	LENG1	Y
chr19	54160107	54173160	-	TMC4	Y
chr19	54173411	54189882	-	MBOAT7	Y
chr19	54190267	54194536	+	TSEN34	Y
chr19	54200857	54207647	+	RPS9	Y
chr19	54216277	54223007	-	LILRB3	Y
chr19	54236589	54242790	-	LILRA6	Y
chr19	54249420	54257273	-	LILRB5	Y
chr19	54273820	54281178	-	LILRB2	Y
chr19	54282108	54282180	+	MIR4752	Y
chr19	54307069	54313166	-	LILRA5	Y
chr19	54333184	54339162	-	LILRA4	Y
chr19	54353623	54370556	-	LAIR1	Y
chr19	54415463	54436902	+	TTYH1	Y
chr19	54444815	54449038	-	LENG8-AS1	Y
chr19	54449198	54462016	+	LENG8	Y
chr19	54461731	54463778	-	LENG9	Y
chr19	54465025	54473296	-	CDC42EP5	Y
chr19	54502830	54510687	+	LAIR2	Y
chr19	54532691	54545741	+	KIR3DX1	Y
chr19	54572987	54590287	+	LILRA2	Y
chr19	54593631	54602381	+	LILRA1	Y
chr19	54616929	54637530	+	LILRB1	Y
chr19	54645308	54645383	+	MIR8061	Y
chr19	54662818	54670359	+	LILRB4	Y
chr19	54707915	54713452	+	LILRP2	Y
chr19	54724446	54736536	+	KIR3DL3	Y
chr19	54724463	54867216	+	KIR2DS5	Y
chr19	54724485	54848130	+	KIR2DS3	Y
chr19	54738487	54767877	+	KIR2DL1	Y
chr19	54738510	54848566	+	KIR2DS2	Y
chr19	54738512	54753052	+	KIR2DL3	Y
chr19	54738516	54784324	+	KIR2DL2	Y
chr19	54738545	54847943	+	LOC102725023	Y
chr19	54755009	54848116	+	KIR2DS1	Y
chr19	54769527	54783909	+	LOC112267881	Y
chr19	54785868	54835292	-	LOC101928804	Y
chr19	54803535	54814522	+	LOC112268354	Y
chr19	54803609	54814517	+	KIR2DL4	Y
chr19	54816437	54830778	+	KIR3DL1	Y
chr19	54816454	54867210	+	LOC112268355	Y
chr19	54816463	54867095	+	KIR3DS1	Y
chr19	54832706	54848575	+	KIR2DS4	Y
chr19	54850442	54867207	+	KIR3DL2	Y
chr19	54874234	54891420	+	FCAR	Y
chr19	54906147	54913073	+	NCR1	Y
chr19	54923508	54947505	-	NLRP7	Y
chr19	54965283	55001137	+	NLRP2	Y
chr19	55013706	55038264	-	GP6	Y
chr19	55044315	55069520	-	RDH13	Y
chr19	55075868	55087923	+	EPS8L1	Y
chr19	55090917	55117637	-	PPP1R12C	Y
chr19	55123224	55123292	-	MIR7975	Y
chr19	55132697	55149206	-	TNNT1	Y
chr19	55151767	55157732	-	TNNI3	Y
chr19	55158660	55166722	-	DNAAF3	Y
chr19	55171195	55180289	-	SYT5	Y
chr19	55181246	55209501	-	PTPRH	Y
chr19	55226637	55228763	-	TMEM86B	Y
chr19	55229778	55259017	-	PPP6R1	Y
chr19	55230884	55230952	-	MIR6804	Y
chr19	55239911	55239976	-	MIR6802	Y
chr19	55245185	55245250	-	MIR6803	Y
chr19	55262222	55280383	-	HSPBP1	Y
chr19	55283996	55312535	+	BRSK1	Y
chr19	55312800	55325341	-	TMEM150B	Y
chr19	55339875	55348121	+	KMT5C	Y
chr19	55349705	55354719	-	COX6B2	Y
chr19	55354907	55363260	-	FAM71E2	Y
chr19	55364381	55370463	-	IL11	Y
chr19	55376825	55378246	+	TMEM190	Y
chr19	55379243	55384292	-	TMEM238	Y
chr19	55385931	55403342	+	RPL28	Y
chr19	55388180	55388242	+	MIR6805	Y
chr19	55399744	55407788	-	UBE2S	Y
chr19	55402589	55402657	-	SNORD157	Y
chr19	55428737	55442863	-	SHISA7	Y
chr19	55452984	55461642	-	ISOC2	Y
chr19	55476616	55484487	+	ZNF628	Y
chr19	55485187	55487566	+	NAT14	Y
chr19	55488435	55519099	+	SSC5D	Y
chr19	55528610	55537133	-	SBK2	Y
chr19	55540655	55545543	-	SBK3	Y
chr19	55576773	55580848	-	ZNF579	Y
chr19	55591375	55599517	-	FIZ1	Y
chr19	55600287	55603138	+	ZNF524	Y
chr19	55605646	55617269	+	ZNF865	Y
chr19	55620740	55624566	-	ZNF784	Y
chr19	55641001	55643470	+	ZNF580	Y
chr19	55643648	55645623	+	ZNF581	Y
chr19	55647399	55653160	+	CCDC106	Y
chr19	55655034	55674716	+	U2AF2	Y
chr19	55675225	55709532	+	EPN1	Y
chr19	55708438	55738402	-	NLRP9	Y
chr19	55759140	55763175	+	RFPL4A	Y
chr19	55769117	55773420	+	RFPL4AL1	Y
chr19	55785407	55836575	-	NLRP11	Y
chr19	55836539	55881854	+	NLRP4	Y
chr19	55891694	55932336	-	NLRP13	Y
chr19	55947831	55988629	+	NLRP8	Y
chr19	55999725	56061808	+	NLRP5	Y
chr19	56066683	56078800	+	LINC01864	Y
chr19	56087365	56121295	-	ZNF787	Y
chr19	56141286	56160893	+	ZNF444	Y
chr19	56176007	56185775	+	GALP	Y
chr19	56189685	56197890	-	ZSCAN5B	Y
chr19	56205913	56209200	+	ZSCAN5C	Y
chr19	56221302	56368383	-	ZSCAN5A	Y
chr19	56272747	56310454	+	EDDM13	Y
chr19	56368098	56379827	+	ZNF542P	Y
chr19	56382750	56393534	-	ZNF582	Y
chr19	56393675	56399175	+	ZNF582-AS1	Y
chr19	56404331	56427364	+	ZNF583	Y
chr19	56439323	56477401	-	ZNF667	Y
chr19	56477873	56495436	+	ZNF667-AS1	Y
chr19	56507854	56530208	+	ZNF471	Y
chr19	56538947	56556807	+	ZFP28	Y
chr19	56567467	56582894	+	ZNF470	Y
chr19	56595301	56624486	+	ZNF71	Y
chr19	56595301	56657247	+	ZNF71-SMIM17	Y
chr19	56643158	56657247	+	SMIM17	Y
chr19	56661979	56671757	-	ZNF835	Y
chr19	56765321	56799646	+	ZIM2-AS1	Y
chr19	56774555	56840729	-	ZIM2	Y
chr19	56810082	56840726	-	PEG3	Y
chr19	56812479	56813793	+	PEG3-AS1	Y
chr19	56840901	56848556	+	MIMT1	Y
chr19	57120140	57131925	+	USP29	Y
chr19	57134095	57145202	-	ZIM3	Y
chr19	57154020	57167485	-	DUXA	Y
chr19	57191499	57222846	+	ZNF264	Y
chr19	57231022	57235548	+	AURKC	Y
chr19	57240631	57262728	+	ZNF805	Y
chr19	57267192	57280334	-	ZNF460-AS1	Y
chr19	57279966	57293568	+	ZNF460	Y
chr19	57320471	57330770	+	ZNF543	Y
chr19	57351270	57359897	+	ZNF304	Y
chr19	57363550	57365402	+	TRAPPC2B	Y
chr19	57363550	57379565	+	ZNF547	Y
chr19	57389853	57402992	+	ZNF548	Y
chr19	57411160	57421939	+	ZNF17	Y
chr19	57435324	57447101	+	ZNF749	Y
chr19	57455173	57456739	-	VN1R1	Y
chr19	57469585	57477566	-	ZNF772	Y
chr19	57487749	57496098	+	ZNF419	Y
chr19	57499937	57518406	+	ZNF773	Y
chr19	57527324	57540876	+	ZNF549	Y
chr19	57541837	57559863	-	ZNF550	Y
chr19	57571565	57578927	-	ZNF416	Y
chr19	57584144	57593890	+	ZIK1	Y
chr19	57599884	57612721	+	ZNF530	Y
chr19	57614241	57624724	+	ZNF134	Y
chr19	57633166	57644046	+	ZNF211	Y
chr19	57651475	57679144	+	ZSCAN4	Y
chr19	57681976	57690648	+	ZNF551	Y
chr19	57696274	57709204	-	ZNF154	Y
chr19	57719750	57727624	-	ZNF671	Y
chr19	57746814	57758148	+	ZNF776	Y
chr19	57769651	57780616	+	ZNF586	Y
chr19	57807081	57814913	-	ZNF552	Y
chr19	57825298	57827462	-	FKBP1AP1	Y
chr19	57830298	57846238	+	ZNF587B	Y
chr19	57849858	57865115	+	ZNF587	Y
chr19	57867759	57869011	+	UBE2CP5	Y
chr19	57869380	57889037	-	ZNF814	Y
chr19	57905773	57916592	-	ZNF417	Y
chr19	57921881	57935402	-	ZNF418	Y
chr19	57940832	57947706	-	ZNF256	Y
chr19	57958436	57974534	-	C19orf18	Y
chr19	57977052	58003346	-	ZNF606	Y
chr19	58002893	58007206	+	LOC100128398	Y
chr19	58034024	58054631	+	ZSCAN1	Y
chr19	58059238	58069742	+	ZNF135	Y
chr19	58083841	58118426	-	ZSCAN18	Y
chr19	58126249	58150789	-	ZNF329	Y
chr19	58182988	58213562	+	ZNF274	Y
chr19	58228680	58277492	+	ZNF544	Y
chr19	58278954	58302791	+	ZNF8	Y
chr19	58278965	58315657	+	ZNF8-ERVK3-1	Y
chr19	58305373	58315657	+	ERVK3-1	Y
chr19	58314949	58327248	-	LOC105372480	Y
chr19	58326993	58342331	+	ZSCAN22	Y
chr19	58334687	58334751	+	MIR6806	Y
chr19	58345182	58353492	-	A1BG	Y
chr19	58351969	58355183	+	A1BG-AS1	Y
chr19	58354356	58362751	-	ZNF497	Y
chr19	58362625	58366578	+	LOC105372483	Y
chr19	58367622	58381030	-	ZNF837	Y
chr19	58386769	58386858	-	MIR4754	Y
chr19	58387268	58394804	+	RPS5	Y
chr19	58393363	58393446	+	MIR10394	Y
chr19	58396089	58397079	+	RNF225	Y
chr19	58400202	58400679	+	LINC02560	Y
chr19	58408648	58418325	+	ZNF584	Y
chr19	58432813	58440153	-	ZNF132	Y
chr19	58451621	58457833	+	ZNF324B	Y
chr19	58467079	58475436	+	ZNF324	Y
chr19	58477178	58489533	+	ZNF446	Y
chr19	58498332	58512065	-	SLC27A5	Y
chr19	58513529	58541712	-	ZBTB45	Y
chr19	58544063	58550715	+	TRIM28	Y
chr19	58550284	58550376	+	MIR6807	Y
chr19	58551565	58555105	-	CHMP2A	Y
chr19	58555711	58558611	-	UBE2M	Y
chr19	58559185	58574797	+	MZF1-AS1	Y
chr19	58561916	58573575	-	MZF1	Y
chr19	58575398	58584395	+	CENPBD1P1	Y
chr2	38813	46505	-	FAM110C	Y
chr2	218135	264866	-	SH3YL1	Y
chr2	264868	278282	+	ACP1	Y
